epoch,step,training_step_loss,training_step_time
0,0,12.967140197753906,10.643734455108643
0,1,6.758915901184082,0.04611325263977051
0,2,4.441819190979004,0.04304981231689453
0,3,4.569779396057129,0.04329729080200195
0,4,4.314624786376953,0.042704105377197266
0,5,3.9151697158813477,0.04274415969848633
0,6,3.343409538269043,0.04670357704162598
0,7,5.051568031311035,0.042978525161743164
0,8,4.113669395446777,0.042519330978393555
0,9,3.002312421798706,0.0424647331237793
0,10,2.7863707542419434,0.04240822792053223
0,11,4.22175407409668,0.043428659439086914
0,12,2.769803285598755,0.043020009994506836
0,13,4.4472575187683105,0.042415618896484375
0,14,2.9829025268554688,0.04329085350036621
0,15,2.7893025875091553,0.04272198677062988
0,16,6.681736946105957,0.042121171951293945
0,17,3.992978811264038,0.043926239013671875
0,18,3.590284824371338,0.043427467346191406
0,19,2.955003261566162,0.04274797439575195
0,20,2.775245189666748,0.042606353759765625
0,21,2.715090751647949,0.04258108139038086
0,22,2.511866331100464,0.0426630973815918
0,23,5.199444770812988,0.043408870697021484
0,24,3.0846047401428223,0.0427699089050293
0,25,2.799337863922119,0.04272007942199707
0,26,3.510258197784424,0.05035066604614258
0,27,3.11720871925354,0.043061017990112305
0,28,2.747056722640991,0.04373741149902344
0,29,2.32412052154541,0.04349231719970703
0,30,2.6064445972442627,0.04326009750366211
0,31,2.531428337097168,0.04309535026550293
0,32,2.1283984184265137,0.042409420013427734
0,33,3.0691232681274414,0.04294729232788086
0,34,3.0406525135040283,0.04448509216308594
0,35,3.440427303314209,0.043015480041503906
0,36,2.1575987339019775,0.04309892654418945
0,37,2.8754756450653076,0.04298567771911621
0,38,3.8829667568206787,0.04279279708862305
0,39,3.252145767211914,0.04372286796569824
0,40,3.021636724472046,0.044499874114990234
0,41,2.6368119716644287,0.04283761978149414
0,42,2.374908447265625,0.0431673526763916
0,43,2.6541788578033447,0.042981624603271484
0,44,3.2711117267608643,0.04274249076843262
0,45,3.353790044784546,0.05189967155456543
0,46,3.582749366760254,0.04275369644165039
0,47,2.1698694229125977,0.042763471603393555
0,48,2.3462278842926025,0.04249119758605957
0,49,2.239076852798462,0.04331159591674805
0,50,3.3239634037017822,0.04348444938659668
0,51,2.0454282760620117,0.04282498359680176
0,52,2.216862678527832,0.04263162612915039
0,53,2.8178579807281494,0.04346895217895508
0,54,2.885831594467163,0.042803287506103516
0,55,2.810493230819702,0.0424342155456543
0,56,3.2363619804382324,0.04289841651916504
0,57,2.1535091400146484,0.043105125427246094
0,58,2.266406536102295,0.042639732360839844
0,59,2.9607186317443848,0.049775123596191406
0,60,2.685408592224121,0.04254484176635742
0,61,2.630038022994995,0.04478096961975098
0,62,2.5233840942382812,0.04430556297302246
0,63,2.4234750270843506,0.04283928871154785
0,64,2.2227590084075928,0.05174064636230469
0,65,2.2785048484802246,0.04260873794555664
0,66,2.5015676021575928,0.042760372161865234
0,67,2.724574327468872,0.042809486389160156
0,68,2.413917064666748,0.042577266693115234
0,69,2.5614655017852783,0.042459726333618164
0,70,2.3265392780303955,0.04981541633605957
0,71,2.115572929382324,0.04257631301879883
0,72,2.326809883117676,0.04321575164794922
0,73,2.895989418029785,0.04280209541320801
0,74,2.539074182510376,0.04269886016845703
0,75,2.139664649963379,0.0433039665222168
0,76,3.002440929412842,0.04264998435974121
0,77,2.481069564819336,0.042473554611206055
0,78,2.4657111167907715,0.04792666435241699
