epoch,step,training_step_loss,training_step_time
0,0,13.00098705291748,2.9388036727905273
0,1,7.559703350067139,0.06818175315856934
0,2,5.249574661254883,0.05769014358520508
0,3,3.595336675643921,0.05827069282531738
0,4,4.436351776123047,0.05738711357116699
0,5,4.469780445098877,0.06764340400695801
0,6,2.851644277572632,0.0584716796875
0,7,3.3169639110565186,0.057581424713134766
0,8,2.9329674243927,0.057411909103393555
0,9,4.827815532684326,0.06621122360229492
0,10,4.804320812225342,0.05795931816101074
0,11,4.318212509155273,0.05794715881347656
0,12,3.4563300609588623,0.05834460258483887
0,13,7.71235990524292,0.06773638725280762
0,14,3.665102243423462,0.058741092681884766
0,15,3.4863736629486084,0.05894899368286133
0,16,8.703242301940918,0.058672189712524414
0,17,2.9669244289398193,0.06726813316345215
0,18,2.514038324356079,0.05752158164978027
0,19,8.166866302490234,0.05781865119934082
0,20,7.02298641204834,0.058229684829711914
0,21,7.4495954513549805,0.05832862854003906
0,22,4.7405900955200195,0.05875658988952637
0,23,2.9331517219543457,0.06461262702941895
0,24,3.3053526878356934,0.05724644660949707
0,25,9.074546813964844,0.05803394317626953
0,26,6.08827018737793,0.05874013900756836
0,27,5.057033538818359,0.05729484558105469
0,28,7.250962734222412,0.05738377571105957
0,29,5.891796588897705,0.05923652648925781
0,30,2.659381628036499,0.05971932411193848
0,31,3.740727663040161,0.05855965614318848
0,32,3.072791337966919,0.059075355529785156
0,33,2.9147374629974365,0.05887937545776367
0,34,2.565197706222534,0.05955243110656738
0,35,2.6127114295959473,0.057671546936035156
0,36,5.635463714599609,0.060396432876586914
0,37,7.223878860473633,0.05958414077758789
0,38,3.7570157051086426,0.05959439277648926
0,39,4.845710277557373,0.06551218032836914
0,40,3.752688407897949,0.05701160430908203
0,41,3.237147331237793,0.05693769454956055
0,42,3.34975528717041,0.058470726013183594
0,43,3.0058248043060303,0.05821347236633301
0,44,3.693861246109009,0.05983233451843262
0,45,3.0742921829223633,0.0592503547668457
0,46,3.571302652359009,0.06024527549743652
0,47,2.3502609729766846,0.05983138084411621
0,48,2.937910318374634,0.05951547622680664
0,49,3.2702889442443848,0.05968832969665527
0,50,2.4512672424316406,0.05924654006958008
0,51,2.3584225177764893,0.059351205825805664
0,52,2.475527286529541,0.05959963798522949
0,53,2.3403236865997314,0.05916953086853027
0,54,2.6499693393707275,0.0595242977142334
0,55,2.9291679859161377,0.05949521064758301
0,56,2.6571123600006104,0.058612823486328125
0,57,3.079085111618042,0.05905580520629883
0,58,2.421180009841919,0.0597381591796875
0,59,2.4332268238067627,0.05878567695617676
0,60,2.3415191173553467,0.059160470962524414
0,61,2.7221741676330566,0.06012248992919922
0,62,3.404798984527588,0.05963420867919922
0,63,2.9547057151794434,0.05797839164733887
0,64,2.654724359512329,0.05903124809265137
0,65,2.553173065185547,0.05894017219543457
0,66,2.3510749340057373,0.05877494812011719
0,67,2.770207166671753,0.06525278091430664
0,68,3.0323331356048584,0.05761289596557617
0,69,2.338843584060669,0.057891845703125
0,70,3.0796589851379395,0.058553457260131836
0,71,2.376574754714966,0.058121442794799805
0,72,2.7747962474823,0.057909250259399414
0,73,2.531794548034668,0.0589599609375
0,74,2.345431089401245,0.059420108795166016
0,75,2.3139472007751465,0.05951976776123047
0,76,2.531259298324585,0.058035850524902344
0,77,2.260216474533081,0.05865621566772461
0,78,2.153979778289795,0.05965876579284668
0,79,2.3076024055480957,0.058679819107055664
0,80,2.43669056892395,0.058617353439331055
0,81,2.8301165103912354,0.05911731719970703
0,82,2.389564037322998,0.05968976020812988
0,83,2.4228005409240723,0.05915427207946777
0,84,2.6889548301696777,0.05805683135986328
0,85,2.582676887512207,0.05846738815307617
0,86,2.3115932941436768,0.05922842025756836
0,87,2.3332321643829346,0.059751272201538086
0,88,2.290255069732666,0.0647430419921875
0,89,2.3531010150909424,0.05761313438415527
0,90,2.179969549179077,0.05803704261779785
0,91,2.332153081893921,0.05880451202392578
0,92,2.5455002784729004,0.05913424491882324
0,93,2.3279640674591064,0.05757737159729004
0,94,2.2910358905792236,0.05799746513366699
0,95,2.173435688018799,0.05919170379638672
0,96,2.309522867202759,0.059188127517700195
0,97,2.5860328674316406,0.05880331993103027
0,98,2.556234359741211,0.05853581428527832
0,99,2.1636717319488525,0.05901288986206055
0,100,2.2556653022766113,0.05956315994262695
0,101,2.1995034217834473,0.05898332595825195
0,102,2.5608484745025635,0.05964303016662598
0,103,2.098975896835327,0.060010433197021484
0,104,2.4122753143310547,0.05880594253540039
0,105,2.1296722888946533,0.058577537536621094
0,106,2.3827271461486816,0.05910825729370117
0,107,2.190451145172119,0.05816769599914551
0,108,2.4050121307373047,0.058705806732177734
0,109,2.298572301864624,0.05917835235595703
0,110,2.54020619392395,0.05916714668273926
0,111,2.261063575744629,0.05916905403137207
0,112,2.3025615215301514,0.0594935417175293
0,113,2.4379494190216064,0.059008121490478516
0,114,2.1943137645721436,0.05991768836975098
0,115,2.504408359527588,0.058756351470947266
0,116,2.340747833251953,0.0585935115814209
0,117,2.101243734359741,0.058811187744140625
